accuracy,macro_f1,mae,f1_birads2,f1_birads3,f1_birads4,f1_birads5,loss,fold,aug
0.5866666666666667,0.567332006798491,0.4533333333333333,0.6470588235294118,0.44651162790697674,0.6666666666666666,0.509090909090909,0.11592847257852554,1,intensity
0.6293333333333333,0.6078926138862746,0.42133333333333334,0.7031963470319634,0.5454545454545454,0.6566037735849056,0.5263157894736842,0.10933303570747376,2,intensity
0.6293333333333333,0.6307824362744272,0.42133333333333334,0.6889952153110048,0.5495495495495496,0.6482213438735178,0.6363636363636364,0.10958792312939962,3,intensity
0.6026666666666667,0.5916020783492926,0.4693333333333333,0.6605504587155964,0.5233644859813084,0.6307692307692307,0.5517241379310345,0.11824265424410502,4,intensity
0.6213333333333333,0.6015512265512266,0.44266666666666665,0.683982683982684,0.5,0.6666666666666666,0.5555555555555556,0.1130087343454361,5,intensity
