accuracy,macro_f1,mae,f1_birads2,f1_birads3,f1_birads4,f1_birads5,loss,fold,aug
0.5866666666666667,0.5715321092460506,0.45866666666666667,0.68,0.5194805194805194,0.5954198473282443,0.49122807017543857,0.11671543614069621,1,ultrasound
0.6026666666666667,0.6003790774087236,0.45866666666666667,0.6985645933014354,0.5636363636363636,0.5643153526970954,0.575,0.11611034087340037,2,ultrasound
0.6053333333333333,0.6135286085792027,0.448,0.6839378238341969,0.5589519650655022,0.5783132530120482,0.6329113924050633,0.1126136151154836,3,ultrasound
0.6213333333333333,0.5977406945258351,0.43466666666666665,0.6731707317073171,0.5633802816901409,0.6544117647058824,0.5,0.11018835175037384,4,ultrasound
0.616,0.6088191235284973,0.43733333333333335,0.6637554585152838,0.5048543689320388,0.6666666666666666,0.6,0.1145682965517044,5,ultrasound
