accuracy,macro_f1,mae,f1_birads2,f1_birads3,f1_birads4,f1_birads5,loss,fold,aug
0.5946666666666667,0.585561045306808,0.43466666666666665,0.6666666666666666,0.5,0.6332046332046332,0.5423728813559322,0.11113398454586665,1,combined
0.608,0.6016132108610602,0.432,0.7047619047619048,0.5478260869565217,0.5950413223140496,0.5588235294117647,0.11169939907391865,2,combined
0.6293333333333333,0.6246976747818853,0.4266666666666667,0.7109004739336493,0.5615763546798029,0.623574144486692,0.6027397260273972,0.10563348611195882,3,combined
0.6053333333333333,0.585031673120615,0.44,0.6915887850467289,0.5789473684210527,0.5907172995780591,0.4788732394366197,0.11250055539608002,4,combined
0.6293333333333333,0.6177672955974842,0.42133333333333334,0.6909090909090909,0.5377358490566038,0.6666666666666666,0.5757575757575758,0.10663627853989602,5,combined
